year,month,hr,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
2015,1,9,3,0.2676056338028169,0.325,0.82,0.10619469026548672,3.0,0.0,0.0,3.0
2015,1,10,2,0.29577464788732394,0.35,0.845,0.11504424778761062,3.0,0.0,0.0,3.0
2015,1,11,2,0.29577464788732394,0.3375,0.905,0.17699115044247787,3.0,0.0,0.0,3.0
2015,1,12,2,0.323943661971831,0.35,0.85,0.19469026548672566,3.0,0.0,0.0,3.0
2015,1,13,2,0.323943661971831,0.3625,0.82,0.17699115044247787,3.0,0.0,0.0,3.0
2015,1,14,2,0.323943661971831,0.375,0.82,0.1592920353982301,3.0,0.0,0.0,3.0
2015,1,15,2,0.323943661971831,0.3625,0.79,0.17699115044247787,3.0,0.0,0.0,3.0
2015,1,16,3,0.323943661971831,0.3625,0.735,0.23008849557522124,3.0,0.0,0.0,3.0
2015,1,17,6,0.30985915492957744,0.3375,0.735,0.21238938053097345,3.0,0.0,0.0,3.0
2015,1,18,5,0.30985915492957744,0.3375,0.69,0.24778761061946902,3.0,0.0,0.0,3.0
2015,1,19,3,0.29577464788732394,0.3125,0.71,0.24778761061946902,3.0,0.0,0.0,3.0
2015,1,20,2,0.29577464788732394,0.325,0.71,0.24778761061946902,3.0,0.0,0.0,3.0
2015,1,21,1,0.29577464788732394,0.325,0.71,0.19469026548672566,3.0,0.0,0.0,3.0
2015,1,22,1,0.29577464788732394,0.3375,0.71,0.17699115044247787,4.0,0.0,0.0,3.0
2015,1,23,1,0.28169014084507044,0.3375,0.735,0.1415929203539823,4.0,0.0,0.0,3.0
2015,1,0,1,0.2676056338028169,0.3125,0.76,0.1415929203539823,4.0,0.0,0.0,3.0
2015,1,1,1,0.2676056338028169,0.3125,0.76,0.1415929203539823,4.0,0.0,0.0,3.0
2015,1,2,1,0.2676056338028169,0.3,0.76,0.19469026548672566,4.0,0.0,0.0,3.0
2015,1,3,1,0.2676056338028169,0.2875,0.76,0.24778761061946902,4.0,0.0,0.0,3.0
2015,1,4,1,0.28169014084507044,0.3125,0.735,0.19469026548672566,4.0,0.0,0.0,3.0
2015,1,5,1,0.2676056338028169,0.2875,0.82,0.24778761061946902,4.0,0.0,0.0,3.0
2015,1,6,2,0.2676056338028169,0.275,0.845,0.26548672566371684,3.0,0.0,0.0,3.0
2015,1,7,4,0.29577464788732394,0.325,0.82,0.23008849557522124,3.0,0.0,0.0,3.0
2015,1,8,8,0.29577464788732394,0.325,0.82,0.21238938053097345,7.0,0.0,0.0,3.0
2015,1,9,4,0.29577464788732394,0.3125,0.87,0.2831858407079646,7.0,0.0,0.0,3.0
2015,1,10,2,0.323943661971831,0.3375,0.88,0.34513274336283184,3.0,0.0,0.0,3.0
2015,1,11,2,0.323943661971831,0.35,0.88,0.3185840707964602,3.0,0.0,0.0,3.0
2015,1,12,1,0.352112676056338,0.425,0.85,0.336283185840708,7.0,0.0,0.0,3.0
2015,1,13,1,0.30985915492957744,0.3,0.845,0.48672566371681414,3.0,0.0,0.0,3.0
2015,1,14,2,0.29577464788732394,0.3,0.71,0.46017699115044247,3.0,0.0,0.0,3.0
2015,1,15,2,0.2676056338028169,0.2625,0.71,0.40707964601769914,2.0,0.0,0.0,3.0
2015,1,16,3,0.2676056338028169,0.275,0.685,0.34513274336283184,2.0,0.0,0.0,3.0
2015,1,17,6,0.2535211267605634,0.25,0.71,0.3893805309734513,1.0,0.0,0.0,3.0
2015,1,18,6,0.23943661971830985,0.25,0.71,0.30973451327433627,1.0,0.0,0.0,3.0
2015,1,19,3,0.2112676056338028,0.225,0.76,0.26548672566371684,1.0,0.0,0.0,3.0
2015,1,20,2,0.19718309859154928,0.2125,0.785,0.26548672566371684,1.0,0.0,0.0,3.0
2015,1,21,1,0.18309859154929578,0.2,0.81,0.26548672566371684,1.0,0.0,0.0,3.0
2015,1,22,1,0.16901408450704225,0.1875,0.81,0.23008849557522124,1.0,0.0,0.0,3.0
2015,1,23,1,0.15492957746478872,0.175,0.84,0.21238938053097345,1.0,0.0,0.0,3.0
2015,1,0,1,0.15492957746478872,0.175,0.81,0.21238938053097345,1.0,0.0,0.0,3.0
2015,1,1,1,0.15492957746478872,0.175,0.81,0.19469026548672566,1.0,0.0,0.0,3.0
2015,1,2,1,0.15492957746478872,0.1875,0.81,0.17699115044247787,1.0,0.0,0.0,3.0
2015,1,3,1,0.14084507042253522,0.175,0.84,0.1592920353982301,2.0,0.0,0.0,3.0
2015,1,4,1,0.15492957746478872,0.1875,0.81,0.17699115044247787,2.0,0.0,0.0,3.0
2015,1,5,1,0.15492957746478872,0.2,0.87,0.1592920353982301,1.0,0.0,0.0,3.0
2015,1,6,2,0.18309859154929578,0.2125,0.81,0.17699115044247787,1.0,0.0,0.0,3.0
2015,1,7,4,0.19718309859154928,0.2125,0.81,0.23008849557522124,1.0,0.0,0.0,3.0
2015,1,8,8,0.22535211267605634,0.2375,0.81,0.26548672566371684,2.0,0.0,0.0,3.0
2015,1,9,4,0.2676056338028169,0.275,0.76,0.336283185840708,3.0,0.0,0.0,3.0
2015,1,10,2,0.2676056338028169,0.275,0.82,0.34513274336283184,2.0,0.0,0.0,3.0
2015,1,11,2,0.29577464788732394,0.3,0.76,0.37168141592920356,2.0,0.0,0.0,3.0
2015,1,12,2,0.29577464788732394,0.2875,0.76,0.4778761061946903,2.0,0.0,0.0,3.0
2015,1,13,2,0.30985915492957744,0.3,0.715,0.49557522123893805,2.0,0.0,0.0,3.0
2015,1,14,2,0.323943661971831,0.3125,0.62,0.504424778761062,2.0,0.0,0.0,3.0
2015,1,15,2,0.29577464788732394,0.3,0.685,0.4424778761061947,2.0,0.0,0.0,3.0
2015,1,16,3,0.29577464788732394,0.3,0.76,0.4424778761061947,3.0,0.0,0.0,3.0
2015,1,17,6,0.30985915492957744,0.3125,0.715,0.4247787610619469,3.0,0.0,0.0,3.0
2015,1,18,6,0.323943661971831,0.325,0.71,0.5309734513274337,3.0,0.0,0.0,3.0
2015,1,20,2,0.323943661971831,0.3125,0.79,0.5398230088495575,3.0,0.0,0.0,3.0
2015,1,21,2,0.323943661971831,0.325,0.82,0.4778761061946903,7.0,0.0,0.0,3.0
2015,1,22,1,0.323943661971831,0.325,0.82,0.4778761061946903,7.0,0.0,0.0,3.0
2015,1,23,1,0.323943661971831,0.325,0.85,0.4247787610619469,7.0,0.0,0.0,3.0
2015,1,0,1,0.352112676056338,0.425,0.82,0.46017699115044247,4.0,0.0,0.0,3.0
2015,1,1,1,0.36619718309859156,0.4375,0.85,0.4247787610619469,3.0,0.0,0.0,3.0
2015,1,2,1,0.38028169014084506,0.45,0.82,0.4424778761061947,3.0,0.0,0.0,3.0
2015,1,3,1,0.38028169014084506,0.45,0.85,0.3893805309734513,3.0,0.0,0.0,3.0
2015,1,4,1,0.38028169014084506,0.45,0.88,0.36283185840707965,7.0,0.0,0.0,3.0
2015,1,5,1,0.38028169014084506,0.45,0.8,0.36283185840707965,7.0,0.0,0.0,3.0
2015,1,6,2,0.36619718309859156,0.4375,0.745,0.3008849557522124,3.0,0.0,0.0,3.0
2015,1,7,2,0.3380281690140845,0.3875,0.825,0.3008849557522124,7.0,0.0,0.0,3.0
2015,1,8,3,0.30985915492957744,0.3375,0.875,0.24778761061946902,7.0,0.0,0.0,3.0
2015,1,9,2,0.29577464788732394,0.325,0.87,0.23008849557522124,7.0,0.0,0.0,3.0
2015,1,10,1,0.29577464788732394,0.325,0.87,0.24778761061946902,7.0,0.0,0.0,3.0
2015,1,11,1,0.29577464788732394,0.3,0.82,0.36283185840707965,7.0,0.0,0.0,3.0
2015,1,12,2,0.29577464788732394,0.3125,0.845,0.3008849557522124,2.0,0.0,0.0,3.0
2015,1,13,2,0.29577464788732394,0.2875,0.79,0.4778761061946903,2.0,0.0,0.0,3.0
2015,1,14,2,0.323943661971831,0.325,0.71,0.3893805309734513,2.0,0.0,0.0,3.0
2015,1,15,2,0.29577464788732394,0.3,0.71,0.3893805309734513,2.0,0.0,0.0,3.0
2015,1,16,3,0.29577464788732394,0.3,0.71,0.34513274336283184,2.0,0.0,0.0,3.0
2015,1,17,5,0.29577464788732394,0.3,0.76,0.3893805309734513,2.0,0.0,0.0,3.0
2015,1,18,5,0.28169014084507044,0.2875,0.735,0.39823008849557523,1.0,0.0,0.0,3.0
2015,1,19,3,0.2676056338028169,0.275,0.735,0.36283185840707965,1.0,0.0,0.0,3.0
2015,1,20,2,0.2676056338028169,0.275,0.76,0.3008849557522124,1.0,0.0,0.0,3.0
2015,1,21,1,0.2676056338028169,0.2625,0.76,0.36283185840707965,1.0,0.0,0.0,3.0
2015,1,22,1,0.28169014084507044,0.2875,0.735,0.37168141592920356,1.0,0.0,0.0,3.0
2015,1,23,1,0.29577464788732394,0.2875,0.76,0.4778761061946903,2.0,0.0,0.0,3.0
2015,1,0,1,0.323943661971831,0.325,0.71,0.49557522123893805,2.0,0.0,0.0,3.0
2015,1,1,1,0.323943661971831,0.325,0.735,0.5309734513274337,7.0,0.0,0.0,3.0
2015,1,2,1,0.323943661971831,0.3125,0.79,0.5221238938053098,7.0,0.0,0.0,3.0
2015,1,3,1,0.352112676056338,0.425,0.795,0.5132743362831859,3.0,0.0,0.0,3.0
2015,1,4,1,0.352112676056338,0.425,0.85,0.584070796460177,3.0,0.0,0.0,3.0
2015,1,5,1,0.36619718309859156,0.4375,0.85,0.584070796460177,3.0,0.0,0.0,3.0
2015,1,6,1,0.38028169014084506,0.45,0.82,0.5752212389380531,3.0,0.0,0.0,3.0
2015,1,7,4,0.38028169014084506,0.45,0.82,0.5575221238938053,3.0,0.0,0.0,3.0
2015,1,8,8,0.38028169014084506,0.45,0.795,0.4424778761061947,2.0,0.0,0.0,3.0
2015,1,9,4,0.38028169014084506,0.45,0.745,0.5309734513274337,2.0,0.0,0.0,3.0
2015,1,10,2,0.39436619718309857,0.4625,0.695,0.5221238938053098,1.0,0.0,0.0,3.0
2015,1,11,2,0.4084507042253521,0.475,0.67,0.49557522123893805,1.0,0.0,0.0,3.0
2015,1,12,3,0.4084507042253521,0.475,0.67,0.46017699115044247,1.0,0.0,0.0,3.0
2015,1,13,3,0.4084507042253521,0.475,0.63,0.5309734513274337,1.0,0.0,0.0,3.0
2015,1,14,2,0.4084507042253521,0.475,0.63,0.46017699115044247,2.0,0.0,0.0,3.0
2015,1,15,2,0.4225352112676056,0.4875,0.675,0.5929203539823009,7.0,0.0,0.0,3.0
2015,1,16,3,0.4084507042253521,0.475,0.795,0.6548672566371682,7.0,0.0,0.0,3.0
2015,1,17,5,0.4225352112676056,0.4875,0.85,0.6194690265486725,7.0,0.0,0.0,3.0
2015,1,18,4,0.4647887323943662,0.525,0.82,0.6371681415929203,7.0,0.0,0.0,3.0
2015,1,19,3,0.4788732394366197,0.5375,0.77,0.7256637168141593,7.0,0.0,0.0,3.0
2015,1,20,2,0.4647887323943662,0.525,0.72,0.7787610619469026,3.0,0.0,0.0,3.0
2015,1,21,1,0.4647887323943662,0.525,0.68,0.7256637168141593,3.0,0.0,0.0,3.0
2015,1,22,1,0.4647887323943662,0.525,0.68,0.7079646017699115,3.0,0.0,0.0,3.0
2015,1,23,1,0.43661971830985913,0.5,0.77,0.7345132743362832,4.0,0.0,0.0,3.0
2015,1,0,1,0.43661971830985913,0.5,0.77,0.6902654867256637,4.0,0.0,1.0,3.0
2015,1,1,1,0.43661971830985913,0.5,0.77,0.7079646017699115,4.0,0.0,1.0,3.0
2015,1,2,1,0.43661971830985913,0.5,0.72,0.7168141592920354,3.0,0.0,1.0,3.0
2015,1,3,1,0.4084507042253521,0.475,0.77,0.7256637168141593,3.0,0.0,1.0,3.0
2015,1,4,1,0.4084507042253521,0.475,0.77,0.6371681415929203,3.0,0.0,1.0,3.0
2015,1,5,1,0.4084507042253521,0.475,0.77,0.6194690265486725,3.0,0.0,1.0,3.0
2015,1,6,1,0.4084507042253521,0.475,0.82,0.6194690265486725,7.0,0.0,1.0,3.0
2015,1,7,1,0.4084507042253521,0.475,0.795,0.6194690265486725,3.0,0.0,1.0,3.0
2015,1,8,1,0.43661971830985913,0.5,0.745,0.7079646017699115,3.0,0.0,1.0,3.0
2015,1,9,2,0.43661971830985913,0.5,0.77,0.8495575221238938,3.0,0.0,1.0,3.0
2015,1,10,2,0.43661971830985913,0.5,0.745,0.7256637168141593,7.0,0.0,1.0,3.0
2015,1,11,2,0.36619718309859156,0.4375,0.675,0.7522123893805309,3.0,0.0,1.0,3.0
2015,1,12,3,0.36619718309859156,0.4375,0.58,0.7345132743362832,2.0,0.0,1.0,3.0
2015,1,13,3,0.3380281690140845,0.3625,0.54,0.672566371681416,3.0,0.0,1.0,3.0
2015,1,14,3,0.29577464788732394,0.2625,0.54,0.7522123893805309,3.0,0.0,1.0,3.0
2015,1,15,3,0.29577464788732394,0.275,0.48,0.6194690265486725,2.0,0.0,1.0,3.0
2015,1,16,3,0.2676056338028169,0.25,0.515,0.4778761061946903,1.0,0.0,1.0,3.0
2015,1,17,3,0.2676056338028169,0.25,0.515,0.5132743362831859,2.0,0.0,1.0,3.0
2015,1,18,2,0.23943661971830985,0.225,0.55,0.46017699115044247,1.0,0.0,1.0,3.0
2015,1,19,2,0.2112676056338028,0.2,0.57,0.46017699115044247,1.0,0.0,1.0,3.0
2015,1,20,2,0.2112676056338028,0.2,0.57,0.4424778761061947,1.0,0.0,1.0,3.0
2015,1,21,1,0.2112676056338028,0.2,0.57,0.37168141592920356,1.0,0.0,1.0,3.0
2015,1,22,1,0.18309859154929578,0.175,0.66,0.35398230088495575,1.0,0.0,1.0,3.0
2015,1,23,1,0.18309859154929578,0.175,0.66,0.34513274336283184,1.0,0.0,1.0,3.0
2015,1,0,1,0.16901408450704225,0.1625,0.725,0.3893805309734513,1.0,0.0,1.0,3.0
2015,1,1,1,0.15492957746478872,0.1375,0.75,0.3893805309734513,1.0,0.0,1.0,3.0
2015,1,2,1,0.15492957746478872,0.1375,0.75,0.40707964601769914,1.0,0.0,1.0,3.0
2015,1,3,1,0.15492957746478872,0.125,0.75,0.4778761061946903,2.0,0.0,1.0,3.0
2015,1,4,1,0.15492957746478872,0.125,0.725,0.49557522123893805,1.0,0.0,1.0,3.0
2015,1,5,1,0.15492957746478872,0.125,0.7,0.4778761061946903,1.0,0.0,1.0,3.0
2015,1,6,1,0.16901408450704225,0.15,0.68,0.4247787610619469,1.0,0.0,1.0,3.0
2015,1,7,1,0.18309859154929578,0.175,0.66,0.4247787610619469,1.0,0.0,1.0,3.0
2015,1,8,1,0.18309859154929578,0.15,0.66,0.5221238938053098,1.0,0.0,1.0,3.0
2015,1,9,2,0.19718309859154928,0.1625,0.635,0.5132743362831859,1.0,0.0,1.0,3.0
2015,1,10,2,0.22535211267605634,0.2,0.61,0.5309734513274337,1.0,0.0,1.0,3.0
2015,1,11,3,0.2535211267605634,0.2375,0.59,0.4778761061946903,1.0,0.0,1.0,3.0
2015,1,12,4,0.28169014084507044,0.2625,0.555,0.4778761061946903,1.0,0.0,1.0,3.0
2015,1,13,4,0.29577464788732394,0.275,0.56,0.49557522123893805,2.0,0.0,1.0,3.0
2015,1,14,4,0.29577464788732394,0.275,0.6,0.49557522123893805,2.0,0.0,1.0,3.0
2015,1,15,3,0.28169014084507044,0.275,0.64,0.46017699115044247,3.0,0.0,1.0,3.0
2015,1,16,3,0.2676056338028169,0.2625,0.66,0.40707964601769914,3.0,0.0,1.0,3.0
2015,1,17,2,0.2676056338028169,0.275,0.71,0.36283185840707965,7.0,0.0,1.0,3.0
2015,1,18,2,0.2676056338028169,0.25,0.735,0.4424778761061947,7.0,0.0,1.0,3.0
2015,1,19,1,0.2676056338028169,0.25,0.735,0.4247787610619469,3.0,0.0,1.0,3.0
2015,1,20,1,0.2676056338028169,0.2625,0.71,0.46017699115044247,7.0,0.0,1.0,3.0
2015,1,21,1,0.2676056338028169,0.25,0.71,0.5309734513274337,7.0,0.0,1.0,3.0
2015,1,22,1,0.29577464788732394,0.275,0.66,0.6548672566371682,7.0,0.0,1.0,3.0
2015,1,23,1,0.29577464788732394,0.275,0.71,0.5398230088495575,3.0,0.0,1.0,3.0
2015,1,0,1,0.29577464788732394,0.275,0.685,0.5132743362831859,2.0,0.0,0.0,3.0
2015,1,1,1,0.323943661971831,0.3,0.6,0.6017699115044248,4.0,0.0,0.0,3.0
2015,1,2,1,0.323943661971831,0.325,0.645,0.5309734513274337,4.0,0.0,0.0,3.0
2015,1,3,1,0.323943661971831,0.3125,0.67,0.5398230088495575,3.0,0.0,0.0,3.0
2015,1,4,1,0.323943661971831,0.3125,0.67,0.5929203539823009,3.0,0.0,0.0,3.0
2015,1,5,1,0.323943661971831,0.3,0.67,0.6194690265486725,3.0,0.0,0.0,3.0
2015,1,6,1,0.323943661971831,0.3,0.735,0.5486725663716814,7.0,0.0,0.0,3.0
2015,1,7,4,0.323943661971831,0.325,0.76,0.5309734513274337,7.0,0.0,0.0,3.0
2015,1,8,7,0.323943661971831,0.3,0.76,0.5486725663716814,3.0,0.0,0.0,3.0
2015,1,9,4,0.36619718309859156,0.4375,0.67,0.5752212389380531,3.0,0.0,0.0,3.0
2015,1,10,2,0.38028169014084506,0.45,0.67,0.584070796460177,3.0,0.0,0.0,3.0
2015,1,11,2,0.38028169014084506,0.45,0.745,0.6902654867256637,3.0,0.0,0.0,3.0
2015,1,12,2,0.38028169014084506,0.45,0.795,0.5221238938053098,3.0,0.0,0.0,3.0
2015,1,13,2,0.38028169014084506,0.45,0.795,0.5221238938053098,3.0,0.0,0.0,3.0
2015,1,14,2,0.39436619718309857,0.4625,0.77,0.584070796460177,7.0,0.0,0.0,3.0
2015,1,15,1,0.38028169014084506,0.45,0.82,0.4424778761061947,7.0,0.0,0.0,3.0
2015,1,16,2,0.38028169014084506,0.45,0.82,0.39823008849557523,7.0,0.0,0.0,3.0
2015,1,17,4,0.36619718309859156,0.4375,0.88,0.3893805309734513,7.0,0.0,0.0,3.0
2015,1,18,3,0.352112676056338,0.425,0.94,0.3893805309734513,7.0,0.0,0.0,3.0
2015,1,19,3,0.36619718309859156,0.4375,0.85,0.3893805309734513,7.0,0.0,0.0,3.0
2015,1,20,2,0.38028169014084506,0.45,0.82,0.35398230088495575,4.0,0.0,0.0,3.0
2015,1,21,2,0.38028169014084506,0.45,0.85,0.3274336283185841,7.0,0.0,0.0,3.0
2015,1,22,1,0.38028169014084506,0.45,0.88,0.37168141592920356,7.0,0.0,0.0,3.0
2015,1,23,1,0.38028169014084506,0.45,0.88,0.40707964601769914,7.0,0.0,0.0,3.0
2015,1,0,1,0.38028169014084506,0.45,0.88,0.4424778761061947,7.0,0.0,0.0,3.0
2015,1,1,1,0.38028169014084506,0.45,0.88,0.5309734513274337,7.0,0.0,0.0,3.0
2015,1,2,1,0.36619718309859156,0.4375,0.88,0.4336283185840708,7.0,0.0,0.0,3.0
2015,1,3,1,0.352112676056338,0.425,0.85,0.336283185840708,7.0,0.0,0.0,3.0
2015,1,4,1,0.352112676056338,0.425,0.82,0.37168141592920356,7.0,0.0,0.0,3.0
2015,1,5,1,0.3380281690140845,0.375,0.795,0.37168141592920356,7.0,0.0,0.0,3.0
2015,1,6,2,0.323943661971831,0.3375,0.82,0.36283185840707965,2.0,0.0,0.0,3.0
2015,1,7,4,0.30985915492957744,0.3125,0.79,0.37168141592920356,7.0,0.0,0.0,3.0
2015,1,8,8,0.29577464788732394,0.3125,0.71,0.2831858407079646,2.0,0.0,0.0,3.0
2015,1,9,5,0.29577464788732394,0.3,0.71,0.3185840707964602,2.0,0.0,0.0,3.0
2015,1,10,2,0.29577464788732394,0.3125,0.71,0.30973451327433627,1.0,0.0,0.0,3.0
2015,1,11,2,0.29577464788732394,0.3,0.685,0.3185840707964602,2.0,0.0,0.0,3.0
2015,1,12,3,0.30985915492957744,0.3125,0.64,0.36283185840707965,7.0,0.0,0.0,3.0
2015,1,13,2,0.29577464788732394,0.2875,0.735,0.48672566371681414,7.0,0.0,0.0,3.0
2015,1,14,2,0.28169014084507044,0.2625,0.71,0.5132743362831859,7.0,0.0,0.0,3.0
2015,1,15,2,0.2676056338028169,0.2625,0.735,0.3805309734513274,2.0,0.0,0.0,3.0
2015,1,16,3,0.2535211267605634,0.25,0.685,0.40707964601769914,2.0,0.0,0.0,3.0
2015,1,17,6,0.23943661971830985,0.225,0.71,0.3893805309734513,2.0,0.0,0.0,3.0
2015,1,18,6,0.23943661971830985,0.2625,0.71,0.24778761061946902,7.0,0.0,0.0,3.0
2015,1,19,4,0.2112676056338028,0.2125,0.76,0.34513274336283184,7.0,0.0,0.0,3.0
2015,1,20,2,0.19718309859154928,0.1875,0.76,0.37168141592920356,2.0,0.0,0.0,3.0
2015,1,21,2,0.18309859154929578,0.175,0.76,0.40707964601769914,2.0,0.0,0.0,3.0
2015,1,22,2,0.18309859154929578,0.2,0.76,0.3008849557522124,1.0,0.0,0.0,3.0
2015,1,23,1,0.18309859154929578,0.175,0.7,0.34513274336283184,1.0,0.0,0.0,3.0
2015,1,0,1,0.18309859154929578,0.1625,0.66,0.46017699115044247,1.0,0.0,0.0,3.0
2015,1,1,1,0.18309859154929578,0.15,0.66,0.5309734513274337,1.0,0.0,0.0,3.0
2015,1,2,1,0.18309859154929578,0.1625,0.66,0.4247787610619469,1.0,0.0,0.0,3.0
2015,1,3,1,0.16901408450704225,0.1625,0.725,0.37168141592920356,1.0,0.0,0.0,3.0
2015,1,4,1,0.16901408450704225,0.1875,0.725,0.24778761061946902,1.0,0.0,0.0,3.0
2015,1,5,1,0.18309859154929578,0.1875,0.7,0.30973451327433627,1.0,0.0,0.0,3.0
2015,1,6,2,0.18309859154929578,0.175,0.7,0.40707964601769914,3.0,0.0,0.0,3.0
2015,1,7,4,0.16901408450704225,0.125,0.68,0.5398230088495575,2.0,0.0,0.0,3.0
2015,1,8,8,0.15492957746478872,0.125,0.7,0.46017699115044247,2.0,0.0,0.0,3.0
2015,1,9,5,0.16901408450704225,0.1375,0.68,0.5132743362831859,2.0,0.0,0.0,3.0
2015,1,10,2,0.18309859154929578,0.15,0.7,0.5398230088495575,2.0,0.0,0.0,3.0
2015,1,11,2,0.19718309859154928,0.175,0.655,0.4778761061946903,2.0,0.0,0.0,3.0
2015,1,12,3,0.22535211267605634,0.2125,0.59,0.4778761061946903,2.0,0.0,0.0,3.0
2015,1,13,3,0.23943661971830985,0.225,0.57,0.4247787610619469,2.0,0.0,0.0,3.0
2015,1,14,2,0.23943661971830985,0.2375,0.55,0.3893805309734513,2.0,0.0,0.0,3.0
2015,1,15,2,0.23943661971830985,0.25,0.55,0.3185840707964602,1.0,0.0,0.0,3.0
2015,1,16,3,0.23943661971830985,0.2625,0.59,0.2831858407079646,1.0,0.0,0.0,3.0
2015,1,17,6,0.2535211267605634,0.2625,0.64,0.2831858407079646,2.0,0.0,0.0,3.0
2015,1,18,4,0.2676056338028169,0.2625,0.71,0.3805309734513274,2.0,0.0,0.0,3.0
2015,1,19,3,0.29577464788732394,0.2875,0.71,0.4778761061946903,3.0,0.0,0.0,3.0
2015,1,20,2,0.323943661971831,0.3,0.69,0.5486725663716814,3.0,0.0,0.0,3.0
2015,1,21,2,0.323943661971831,0.3,0.71,0.672566371681416,7.0,0.0,0.0,3.0
2015,1,22,1,0.30985915492957744,0.2875,0.765,0.6902654867256637,7.0,0.0,0.0,3.0
2015,1,23,1,0.323943661971831,0.3,0.79,0.7079646017699115,26.0,0.0,0.0,3.0
2015,1,0,1,0.323943661971831,0.3,0.82,0.7079646017699115,7.0,0.0,0.0,3.0
2015,1,1,1,0.352112676056338,0.425,0.795,0.7079646017699115,26.0,0.0,0.0,3.0
2015,1,2,1,0.352112676056338,0.425,0.82,0.7876106194690266,26.0,0.0,0.0,3.0
2015,1,3,1,0.36619718309859156,0.4375,0.795,0.7964601769911505,7.0,0.0,0.0,3.0
2015,1,4,1,0.352112676056338,0.425,0.77,0.6548672566371682,26.0,0.0,0.0,3.0
2015,1,5,1,0.323943661971831,0.3125,0.79,0.5575221238938053,7.0,0.0,0.0,3.0
2015,1,6,1,0.30985915492957744,0.2875,0.735,0.5221238938053098,7.0,0.0,0.0,3.0
2015,1,7,4,0.29577464788732394,0.3,0.735,0.40707964601769914,2.0,0.0,0.0,3.0
